asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,warranty_expiry,condition,status,apartment_code
VH-ST-B44-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B44-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B44-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-B44-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B44-0001,T62CGD#18FH2#004492,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-B44-0001,18090038608133,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B44-0002,18090038608135,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C11-0001,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C11-0002,null,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C11-0003,1552355A19D01065,Voltas,Voltas EU 123 DZY,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C11-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C11-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C11-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C11-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C11-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C11-0001,null,null,COT 3x6,Cot (Bed Frame),Furniture,2025-01-01,6950.00,null,good,allocated,null
VH-CO-C11-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C11-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C11-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C11-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C11-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C11-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C11-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C11-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C11-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C11-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C11-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C11-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C11-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C11-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-C11-0001,MB50204B25003063,Judge,Optima Plus,Induction Stove,Appliances,2025-07-03,1890.00,null,good,allocated,null
VH-MA-C11-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C11-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C11-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C11-0004,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C11-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MW-C11-0001,0BFE7WRMC00450Z,null,MS23K3513AK/TL December 2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C11-0001,Not Available,null,null,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C11-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-04-06,7000.00,null,good,allocated,null
VH-SS-C11-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-C11-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-C11-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C11-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C11-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-WM-C11-0001,03WH5PBM605564L,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C11-0001,19020038613682,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C11-0002,19070038513678,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C12-0001,3405956160185270009856,Vestar,null,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C12-0002,IAF251524584,Whirlppol,1.0 ton MFCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C12-0003,null,Haier,HSU-19TCR3C/2017,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C12-0004,IAF251524347,Whirlppol,1.0 ton MGCL 3S COPR-P,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-BS-C12-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-BS-C12-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-CH-C12-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C12-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C12-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C12-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-C12-0005,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CO-C12-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C12-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C12-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C12-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C12-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-C12-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CB-C12-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C12-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C12-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C12-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C12-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-C12-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-DT-C12-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-FN-C12-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C12-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-C12-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-IS-C12-0001,LI04248378884,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-MA-C12-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C12-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C12-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-C12-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-C12-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MW-C12-0001,0BFE7WEM603897Z,Samsung,MS23K3513AK/TL JUNE-2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-RF-C12-0001,RR20N1Y1ZSE/HL/2019,Samsung,null,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RF-C12-0002,null,Godraj,RD EDGE,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-RO-C12-0001,null,Aqua Mars,null,RO Water Purifier,Kitchen & Dining,2025-02-28,7000.00,null,good,allocated,null
VH-SS-C12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-SF-C12-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-ST-C12-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C12-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-C12-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-TV-C12-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-WM-C12-0001,03WH5PBM504155Y,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-WH-C12-0001,null,Racold,CDR 15V /2013,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C12-0002,19020038614030,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C12-0003,null,null,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-C12-0004,19020038461896,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-AC-C21-0001,4552355A19DB01013,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-C21-0002,4552355A19DB01004,Voltas,4502515/2019 / Voltas 123 DZX,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AL-A11-0001,null,null,null,ACCL Device,Electrical Systems,2025-07-22,8840.00,null,good,allocated,null
VH-CB-B22-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B22-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-B22-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B22-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B22-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B22-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B22-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-B22-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B22-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B22-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B22-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-BS-B22-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,good,allocated,null
VH-AC-B22-0003,null,Hitachi,RSG312HCD0BW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B22-0002,SE190029435,Hitachi,RSG312HCDOBW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B22-0001,null,Hitachi,RSG312HCDOBW/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-B14-0002,18090038607691,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B14-0001,18090038607692,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B14-0001,T62CGD#18FH2#004438,Onida,CRYSTAL,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-B14-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-B14-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B14-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B14-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-B14-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-B14-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-B14-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-RF-B14-0001,BS0337E7201T0J9F0005,Haier,HRD-1703SR-E /2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-B14-0001,245PU;CEWU 00488,null,NN-ST266BFDG,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-B14-0005,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B14-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B14-0003,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B14-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B14-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-B14-0001,BB03KC1376A4084,Impex,OMEGA H2A,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-B14-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B14-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B14-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B14-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-B14-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0009,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B14-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-B14-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B14-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B14-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B14-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B14-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CD-B14-0001,null,null,null,Cloth Dryer Stand,Furniture,null,null,null,good,allocated,null
VH-CH-B14-0004,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B14-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B14-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B14-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-B14-0003,A2551R03704,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B14-0002,A2551R03088,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B14-0001,SE190O29414,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-B13-0002,18090038607693,Venus,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B13-0001,Not Available,Venus,null,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B13-0001,null,Samsung,WA70A4002GS/2025,Washing Machine,Appliances,2025-07-29,15290.00,null,good,allocated,null
VH-TV-B13-0001,null,null,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-B13-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B13-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-B13-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-B13-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-B13-0001,null,Adyar Mars,null,RO Water Purifier,Kitchen & Dining,2025-01-18,7000.00,null,good,allocated,null
VH-RF-B13-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-B13-0001,256PULCTEU03036,Panasonic,NN-ST26JMFDG,Microwave Oven,Appliances,2025-07-29,6289.00,null,good,allocated,null
VH-MA-B13-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B13-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B13-0002,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-MA-B13-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-IS-B13-0001,LIH08249127797,Judge,Optima Plus,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-B13-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B13-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B13-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-B13-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B13-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-B13-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B13-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B13-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B13-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CD-B13-0001,null,null,null,Cloth Dryer Stand,Furniture,null,null,null,good,allocated,null
VH-CH-B13-0003,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B13-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B13-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-B13-0002,S2586R01318,Vestar,VASKR123AMT,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B13-0001,SEB0A3514X5,Hitachi,RAS.B312PCAIBA 1 /2025,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-B12-0002,18090038607690,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B12-0001,Not Available,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B12-0001,03WH5PBMA03653A,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-ST-B12-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B12-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B12-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-B12-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-SS-B12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,good,allocated,null
VH-RO-B12-0001,null,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-RF-B12-0001,BS0337E7201T0J9F0175,Haier,HRD-1703/2018,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-B12-0001,Not Available,IFB,17PM-MEC1,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-B12-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B12-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B12-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B12-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B12-0001,null,null,null,Mattress,Furniture,null,null,null,new,allocated,null
VH-IS-B12-0001,E201112147348,Bajaj,Majesty Slim (740076),Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-B12-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B12-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B12-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B12-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-DT-B12-0001,null,null,null,Dining Table,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0009,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B12-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-B12-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B12-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B12-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B12-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B12-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-B12-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-B12-0003,GP-A1S12P22PIDUEXA03395,Blue Star,GP-A1S12P22PIDU,Air Conditioner,Appliances,null,null,null,new,allocated,null
VH-AC-B12-0002,null,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B12-0001,A2551R03639,Vestar,VASKR123X5H/2018,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-B11-0003,19020038613732,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B11-0002,19020038613733,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WH-B11-0001,19020038613734,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
VH-WM-B11-0001,03WH5PBM503659H,Samsung,WA60M4100HY 01,Washing Machine,Appliances,null,null,null,good,allocated,null
VH-TV-B11-0001,null,Baron,null,TV,Electrical Systems,null,null,null,good,allocated,null
VH-ST-B11-0004,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B11-0003,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B11-0002,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-ST-B11-0001,null,null,null,Study Table,Furniture,null,null,null,good,allocated,null
VH-SF-B11-0001,null,null,null,Sofa,Furniture,null,null,null,good,allocated,null
VH-RO-B11-0001,RPI11 00033430,hindustan unilever Pure,null,RO Water Purifier,Kitchen & Dining,null,null,null,good,allocated,null
VH-RF-B11-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,good,allocated,null
VH-MW-B11-0001,0BFE7WDM502842J,Samsung,MS23K3513AK/TL/MAY-2019,Microwave Oven,Appliances,null,null,null,good,allocated,null
VH-MA-B11-0006,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B11-0005,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B11-0004,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B11-0003,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B11-0002,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-MA-B11-0001,null,null,null,Mattress,Furniture,null,null,null,good,allocated,null
VH-IS-B11-0001,BB03KC1376A4080,Impex,OMEGAH2A,Induction Stove,Appliances,null,null,null,good,allocated,null
VH-FN-B11-0005,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B11-0004,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B11-0003,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B11-0002,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-FN-B11-0001,null,null,null,Fan,Electrical Systems,null,null,null,good,allocated,null
VH-CB-B11-0008,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0007,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0006,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0005,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0004,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0003,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0002,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CB-B11-0001,null,null,null,Cupboard,Furniture,null,null,null,good,allocated,null
VH-CO-B11-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B11-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B11-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B11-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B11-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CO-B11-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,good,allocated,null
VH-CH-B11-0002,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-CH-B11-0001,null,null,null,Chair,Furniture,null,null,null,good,allocated,null
VH-AC-B11-0004,4552356A19DA90175,Voltas,4502517/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B11-0003,4552356A19DA90114,Voltas,4502517/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B11-0002,4552355a19db00923,Voltas,4502515/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-AC-B11-0001,4552356A19DA90194,Voltas,4502517/2019,Air Conditioner,Appliances,null,null,null,good,allocated,null
VH-WH-A44-0003,19020038613680,Venus,3P30,Water Heater,Electrical Systems,null,null,null,good,allocated,null
